sample	sample_kind	Ea	Pa	Pch	Pci	Pv	Pf	Sm	Ab	H77	H79	H82	H97	Fj	IN63	IN65	IN72	transfer	ident	Generation	total	present	coexistence	excluded	cont	Gen_jit
Ab_Fj	Pair	0	0	0	0	0	0	0	0.363636364	0	0	0	0	0.636363636	0	0	0	2	p3_B10	21	11	"['Ab', 'Fj']"	TRUE	non	FALSE	21.41295956
Pch_Ab	Pair	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p3_C1	21	208	['Pch']	FALSE	Ab	FALSE	21.87861862
Ea_H79	Pair	0.525714286	0	0	0	0	0	0	0	0	0.474285714	0	0	0	0	0	0	2	p3_C3	21	175	"['Ea', 'H79']"	TRUE	non	FALSE	20.9137938
Pf_Fj	Pair	0	0	0	0	0	0.961038961	0	0	0	0	0	0	0.038961039	0	0	0	2	p3_C5	21	77	"['Pf', 'Fj']"	TRUE	non	FALSE	20.15931356
Pci_Pf	Pair	0	0	0	0.692682927	0	0.307317073	0	0	0	0	0	0	0	0	0	0	2	p3_C7	21	205	"['Pci', 'Pf']"	TRUE	non	FALSE	20.54188536
Pa_Pci	Pair	0	0.274261603	0	0.725738397	0	0	0	0	0	0	0	0	0	0	0	0	2	p3_C9	21	237	"['Pa', 'Pci']"	TRUE	non	FALSE	19.79069037
Ea_H82	Pair	0.040871935	0	0	0	0	0	0	0	0	0	0.959128065	0	0	0	0	0	2	p3_C11	21	367	"['Ea', 'H82']"	TRUE	non	FALSE	23.24400191
Pa_IN63	Pair	0	0.072796935	0	0	0	0	0	0	0	0	0	0	0	0.927203065	0	0	2	p3_D2	21	261	"['Pa', 'IN63']"	TRUE	non	FALSE	21.1701008
Pci_IN72	Pair	0	0	0	0.422222222	0	0	0	0	0	0	0	0	0	0	0	0.577777778	2	p3_D4	21	225	"['Pci', 'IN72']"	TRUE	non	FALSE	18.91477639
Pa_IN63	Pair	0	0.087939698	0	0	0	0	0	0	0	0	0	0	0	0.912060302	0	0	2	p3_D6	21	398	"['Pa', 'IN63']"	TRUE	non	FALSE	18.63632152
H82_H97	Pair	0	0	0	0	0	0	0	0	0	0	0.962199313	0.037800687	0	0	0	0	2	p3_D8	21	291	"['H82', 'H97']"	TRUE	non	FALSE	18.87620735
Sm_IN65	Pair	0	0	0	0	0	0	0.802547771	0	0	0	0	0	0	0	0.197452229	0	2	p3_D10	21	157	"['Sm', 'IN65']"	TRUE	non	FALSE	18.16040239
Pa_IN63	Pair	0	0.068783069	0	0	0	0	0	0	0	0	0	0	0	0.931216931	0	0	2	p3_D12	21	189	"['Pa', 'IN63']"	TRUE	non	FALSE	20.47635915
Pv_Sm	Pair	0	0	0	0	0.19504644	0	0.80495356	0	0	0	0	0	0	0	0	0	2	p3_E1	21	323	"['Pv', 'Sm']"	TRUE	non	FALSE	24.67143283
Pch_IN65	Pair	0	0	0.975409836	0	0	0	0	0	0	0	0	0	0	0	0.024590164	0	2	p3_E3	21	122	"['Pch', 'IN65']"	TRUE	non	FALSE	22.30469552
Ea_H82	Pair	0.027272727	0	0	0	0	0	0	0	0	0	0.972727273	0	0	0	0	0	2	p3_E5	21	220	"['Ea', 'H82']"	TRUE	non	FALSE	22.29404748
Ab_Fj	Pair	0	0	0	0	0	0	0	0.791666667	0	0	0	0	0.208333333	0	0	0	2	p3_F2	21	24	"['Ab', 'Fj']"	TRUE	non	FALSE	19.04136963
Sm_Ab	Pair	0	0	0	0	0	0	0.980926431	0.019073569	0	0	0	0	0	0	0	0	2	p3_F4	21	367	"['Sm', 'Ab']"	TRUE	non	FALSE	21.72534547
H79_Fj	Pair	0	0	0	0	0	0	0	0	0	0.974489796	0	0	0.025510204	0	0	0	2	p3_F6	21	392	"['H79', 'Fj']"	TRUE	non	FALSE	19.69715538
IN65_IN72	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	p3_F12	21	180	['IN72']	FALSE	IN65	FALSE	19.03755881
Pv_H77	Pair	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	p3_G3	21	93	['Pv']	FALSE	H77	FALSE	18.4392259
Ea_H97	Pair	0.159722222	0	0	0	0	0	0	0	0	0	0	0.840277778	0	0	0	0	2	p3_G7	21	144	"['Ea', 'H97']"	TRUE	non	FALSE	23.55889052
Ea_Pci	Pair	0.394285714	0	0	0.605714286	0	0	0	0	0	0	0	0	0	0	0	0	2	p3_G9	21	175	"['Ea', 'Pci']"	TRUE	non	FALSE	20.81427117
Pci_H77	Pair	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	p3_G11	21	85	['Pci']	FALSE	H77	FALSE	20.21050581
Pch_H79	Pair	0	0	0.099447514	0	0	0	0	0	0	0.900552486	0	0	0	0	0	0	2	p3_H2	21	181	"['Pch', 'H79']"	TRUE	non	FALSE	18.86537805
H79_IN72	Pair	0	0	0	0	0	0	0	0	0	0.1484375	0	0	0	0	0	0.8515625	2	p3_H4	21	256	"['H79', 'IN72']"	TRUE	non	FALSE	16.19513464
H79_IN65	Pair	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0	0.9375	0	2	p3_H6	21	320	"['H79', 'IN65']"	TRUE	non	FALSE	21.37630751
Pv_Pf	Pair	0	0	0	0	0.420560748	0.579439252	0	0	0	0	0	0	0	0	0	0	2	p3_H8	21	214	"['Pv', 'Pf']"	TRUE	non	FALSE	19.85398436
Pch_IN65	Pair	0	0	0.904761905	0	0	0	0	0	0	0	0	0	0	0	0.095238095	0	2	p3_H10	21	105	"['Pch', 'IN65']"	TRUE	non	FALSE	23.75154789
H79_Fj	Pair	0	0	0	0	0	0	0	0	0	0.982078853	0	0	0.017921147	0	0	0	2	p3_H12	21	279	"['H79', 'Fj']"	TRUE	non	FALSE	18.71712576
Ea_Pci	Pair	0.322580645	0	0	0.677419355	0	0	0	0	0	0	0	0	0	0	0	0	2	p4_A1	21	124	"['Ea', 'Pci']"	TRUE	non	FALSE	23.48379661
Pci_Fj	Pair	0	0	0	0.932692308	0	0	0	0	0	0	0	0	0.067307692	0	0	0	2	p4_A5	21	104	"['Pci', 'Fj']"	TRUE	non	FALSE	19.67823877
Ea_IN72	Pair	0.747663551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252336449	2	p4_A7	21	107	"['Ea', 'IN72']"	TRUE	non	FALSE	21.93471362
Pv_Pf	Pair	0	0	0	0	0.744186047	0.255813953	0	0	0	0	0	0	0	0	0	0	2	p4_A9	21	215	"['Pv', 'Pf']"	TRUE	non	FALSE	21.59971344
IN65_IN72	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	p4_A11	21	63	['IN72']	FALSE	IN65	FALSE	24.53808909
Sm_H82	Pair	0	0	0	0	0	0	0.010526316	0	0	0	0.989473684	0	0	0	0	0	2	p4_B2	21	95	"['Sm', 'H82']"	TRUE	non	FALSE	21.60264673
Sm_IN65	Pair	0	0	0	0	0	0	0.692913386	0	0	0	0	0	0	0	0.307086614	0	2	p4_B4	21	127	"['Sm', 'IN65']"	TRUE	non	FALSE	22.77918856
Pci_IN65	Pair	0	0	0	0.488188976	0	0	0	0	0	0	0	0	0	0	0.511811024	0	2	p4_B8	21	127	"['Pci', 'IN65']"	TRUE	non	FALSE	23.77146959
Ab_Fj	Pair	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0.666666667	0	0	0	2	p4_B10	21	6	"['Ab', 'Fj']"	TRUE	non	FALSE	24.22314577
Pch_Ab	Pair	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p4_C1	21	58	['Pch']	FALSE	Ab	FALSE	24.15960188
Ea_H79	Pair	0.868613139	0	0	0	0	0	0	0	0	0.131386861	0	0	0	0	0	0	2	p4_C3	21	137	"['Ea', 'H79']"	TRUE	non	FALSE	20.06351108
Pf_Fj	Pair	0	0	0	0	0	0.914285714	0	0	0	0	0	0	0.085714286	0	0	0	2	p4_C5	21	35	"['Pf', 'Fj']"	TRUE	non	FALSE	18.4573445
Pci_Pf	Pair	0	0	0	0.828947368	0	0.171052632	0	0	0	0	0	0	0	0	0	0	2	p4_C7	21	152	"['Pci', 'Pf']"	TRUE	non	FALSE	20.65084381
Pa_Pci	Pair	0	0.255102041	0	0.744897959	0	0	0	0	0	0	0	0	0	0	0	0	2	p4_C9	21	98	"['Pa', 'Pci']"	TRUE	non	FALSE	21.01340381
Ea_H82	Pair	0.086021505	0	0	0	0	0	0	0	0	0	0.913978495	0	0	0	0	0	2	p4_C11	21	93	"['Ea', 'H82']"	TRUE	non	FALSE	23.36450232
Pa_IN63	Pair	0	0.069306931	0	0	0	0	0	0	0	0	0	0	0	0.930693069	0	0	2	p4_D2	21	101	"['Pa', 'IN63']"	TRUE	non	FALSE	20.07274524
Pci_IN72	Pair	0	0	0	0.541284404	0	0	0	0	0	0	0	0	0	0	0	0.458715596	2	p4_D4	21	109	"['Pci', 'IN72']"	TRUE	non	FALSE	23.31324366
Pa_IN63	Pair	0	0.081967213	0	0	0	0	0	0	0	0	0	0	0	0.918032787	0	0	2	p4_D6	21	122	"['Pa', 'IN63']"	TRUE	non	FALSE	18.27651707
H82_H97	Pair	0	0	0	0	0	0	0	0	0	0	0.894366197	0.105633803	0	0	0	0	2	p4_D8	21	142	"['H82', 'H97']"	TRUE	non	FALSE	19.91416584
Sm_IN65	Pair	0	0	0	0	0	0	0.554913295	0	0	0	0	0	0	0	0.445086705	0	2	p4_D10	21	173	"['Sm', 'IN65']"	TRUE	non	FALSE	19.77412185
Pa_IN63	Pair	0	0.06122449	0	0	0	0	0	0	0	0	0	0	0	0.93877551	0	0	2	p4_D12	21	98	"['Pa', 'IN63']"	TRUE	non	FALSE	21.30232064
Pv_Sm	Pair	0	0	0	0	0.490196078	0	0.509803922	0	0	0	0	0	0	0	0	0	2	p4_E1	21	204	"['Pv', 'Sm']"	TRUE	non	FALSE	20.69711558
Pch_IN65	Pair	0	0	0.80952381	0	0	0	0	0	0	0	0	0	0	0	0.19047619	0	2	p4_E3	21	84	"['Pch', 'IN65']"	TRUE	non	FALSE	21.30692771
Ea_H82	Pair	0.103448276	0	0	0	0	0	0	0	0	0	0.896551724	0	0	0	0	0	2	p4_E5	21	87	"['Ea', 'H82']"	TRUE	non	FALSE	19.42186363
Pf_Fj	Pair	0	0	0	0	0	0.92	0	0	0	0	0	0	0.08	0	0	0	2	p4_E9	21	25	"['Pf', 'Fj']"	TRUE	non	FALSE	19.80095801
Ab_Fj	Pair	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0.333333333	0	0	0	2	p4_F2	21	24	"['Ab', 'Fj']"	TRUE	non	FALSE	23.65491348
Sm_Ab	Pair	0	0	0	0	0	0	0.940594059	0.059405941	0	0	0	0	0	0	0	0	2	p4_F4	21	202	"['Sm', 'Ab']"	TRUE	non	FALSE	25.98137795
H79_Fj	Pair	0	0	0	0	0	0	0	0	0	0.904761905	0	0	0.095238095	0	0	0	2	p4_F6	21	42	"['H79', 'Fj']"	TRUE	non	FALSE	20.64533631
Ab_H79	Pair	0	0	0	0	0	0	0	0.25	0	0.75	0	0	0	0	0	0	2	p4_F8	21	20	"['Ab', 'H79']"	TRUE	non	FALSE	26.4086797
IN65_IN72	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	p4_F12	21	61	['IN72']	FALSE	IN65	FALSE	22.98045456
Pv_H77	Pair	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	p4_G3	21	62	['Pv']	FALSE	H77	FALSE	19.73952369
Ea_H97	Pair	0.14619883	0	0	0	0	0	0	0	0	0	0	0.85380117	0	0	0	0	2	p4_G7	21	171	"['Ea', 'H97']"	TRUE	non	FALSE	20.83024859
Ea_Pci	Pair	0.384146341	0	0	0.615853659	0	0	0	0	0	0	0	0	0	0	0	0	2	p4_G9	21	164	"['Ea', 'Pci']"	TRUE	non	FALSE	20.93064898
Pci_H77	Pair	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	p4_G11	21	84	['Pci']	FALSE	H77	FALSE	18.54535366
Pch_H79	Pair	0	0	0.397260274	0	0	0	0	0	0	0.602739726	0	0	0	0	0	0	2	p4_H2	21	73	"['Pch', 'H79']"	TRUE	non	FALSE	22.96807944
H79_IN72	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	p4_H4	21	102	['IN72']	FALSE	H79	FALSE	17.98293945
H79_IN65	Pair	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0	0.56	0	2	p4_H6	21	75	"['H79', 'IN65']"	TRUE	non	FALSE	22.09720065
Pv_Pf	Pair	0	0	0	0	0.457627119	0.542372881	0	0	0	0	0	0	0	0	0	0	2	p4_H8	21	177	"['Pv', 'Pf']"	TRUE	non	FALSE	19.87862164
Pch_IN65	Pair	0	0	0.722891566	0	0	0	0	0	0	0	0	0	0	0	0.277108434	0	2	p4_H10	21	83	"['Pch', 'IN65']"	TRUE	non	FALSE	21.8051713
H79_Fj	Pair	0	0	0	0	0	0	0	0	0	0.923076923	0	0	0.076923077	0	0	0	2	p4_H12	21	52	"['H79', 'Fj']"	TRUE	non	FALSE	23.11069676
Ea_Pci	Pair	0.555555556	0	0	0.444444444	0	0	0	0	0	0	0	0	0	0	0	0	2	p5_A1	21	117	"['Ea', 'Pci']"	TRUE	non	FALSE	19.84165907
Pci_Fj	Pair	0	0	0	0.912621359	0	0	0	0	0	0	0	0	0.087378641	0	0	0	2	p5_A5	21	206	"['Pci', 'Fj']"	TRUE	non	FALSE	22.77477269
Ea_IN72	Pair	0.638297872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361702128	2	p5_A7	21	188	"['Ea', 'IN72']"	TRUE	non	FALSE	20.97661265
Pv_Pf	Pair	0	0	0	0	0.676190476	0.323809524	0	0	0	0	0	0	0	0	0	0	2	p5_A9	21	105	"['Pv', 'Pf']"	TRUE	non	FALSE	20.43227766
Sm_H82	Pair	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	p5_B2	21	180	['H82']	FALSE	Sm	FALSE	17.61180013
Sm_IN65	Pair	0	0	0	0	0	0	0.620879121	0	0	0	0	0	0	0	0.379120879	0	2	p5_B4	21	182	"['Sm', 'IN65']"	TRUE	non	FALSE	22.80910621
Sm_H79	Pair	0	0	0	0	0	0	0.75	0	0	0.25	0	0	0	0	0	0	2	p5_B6	21	168	"['Sm', 'H79']"	TRUE	non	FALSE	19.46589144
Pci_IN65	Pair	0	0	0	0.608974359	0	0	0	0	0	0	0	0	0	0	0.391025641	0	2	p5_B8	21	156	"['Pci', 'IN65']"	TRUE	non	FALSE	22.90143506
Ab_Fj	Pair	0	0	0	0	0	0	0	0.25	0	0	0	0	0.75	0	0	0	2	p5_B10	21	8	"['Ab', 'Fj']"	TRUE	non	FALSE	17.26322821
Pch_Ab	Pair	0	0	0.96875	0	0	0	0	0.03125	0	0	0	0	0	0	0	0	2	p5_C1	21	64	"['Pch', 'Ab']"	TRUE	non	FALSE	19.3111625
Ea_H79	Pair	0.814814815	0	0	0	0	0	0	0	0	0.185185185	0	0	0	0	0	0	2	p5_C3	21	162	"['Ea', 'H79']"	TRUE	non	FALSE	18.54461127
Pf_Fj	Pair	0	0	0	0	0	0.897435897	0	0	0	0	0	0	0.102564103	0	0	0	2	p5_C5	21	39	"['Pf', 'Fj']"	TRUE	non	FALSE	20.03368183
Pci_Pf	Pair	0	0	0	0.896825397	0	0.103174603	0	0	0	0	0	0	0	0	0	0	2	p5_C7	21	126	"['Pci', 'Pf']"	TRUE	non	FALSE	24.72365228
Pa_Pci	Pair	0	0.25	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	2	p5_C9	21	100	"['Pa', 'Pci']"	TRUE	non	FALSE	25.45084629
Ea_H82	Pair	0.030150754	0	0	0	0	0	0	0	0	0	0.969849246	0	0	0	0	0	2	p5_C11	21	199	"['Ea', 'H82']"	TRUE	non	FALSE	18.6623313
Pa_IN63	Pair	0	0.037974684	0	0	0	0	0	0	0	0	0	0	0	0.962025316	0	0	2	p5_D2	21	158	"['Pa', 'IN63']"	TRUE	non	FALSE	24.49146199
Pci_IN72	Pair	0	0	0	0.613043478	0	0	0	0	0	0	0	0	0	0	0	0.386956522	2	p5_D4	21	230	"['Pci', 'IN72']"	TRUE	non	FALSE	18.23210126
Pa_IN63	Pair	0	0.018404908	0	0	0	0	0	0	0	0	0	0	0	0.981595092	0	0	2	p5_D6	21	163	"['Pa', 'IN63']"	TRUE	non	FALSE	18.06531498
H82_H97	Pair	0	0	0	0	0	0	0	0	0	0	0.904458599	0.095541401	0	0	0	0	2	p5_D8	21	157	"['H82', 'H97']"	TRUE	non	FALSE	21.21028212
Sm_IN65	Pair	0	0	0	0	0	0	0.631578947	0	0	0	0	0	0	0	0.368421053	0	2	p5_D10	21	171	"['Sm', 'IN65']"	TRUE	non	FALSE	25.22107715
Pa_IN63	Pair	0	0.076923077	0	0	0	0	0	0	0	0	0	0	0	0.923076923	0	0	2	p5_D12	21	130	"['Pa', 'IN63']"	TRUE	non	FALSE	19.58430811
Pv_Sm	Pair	0	0	0	0	0.552380952	0	0.447619048	0	0	0	0	0	0	0	0	0	2	p5_E1	21	210	"['Pv', 'Sm']"	TRUE	non	FALSE	22.45535264
Pch_IN65	Pair	0	0	0.715517241	0	0	0	0	0	0	0	0	0	0	0	0.284482759	0	2	p5_E3	21	116	"['Pch', 'IN65']"	TRUE	non	FALSE	17.04199279
Ea_H82	Pair	0.056768559	0	0	0	0	0	0	0	0	0	0.943231441	0	0	0	0	0	2	p5_E5	21	229	"['Ea', 'H82']"	TRUE	non	FALSE	20.61482816
Pf_Fj	Pair	0	0	0	0	0	0.571428571	0	0	0	0	0	0	0.428571429	0	0	0	2	p5_E9	21	21	"['Pf', 'Fj']"	TRUE	non	FALSE	24.01503361
Ab_Fj	Pair	0	0	0	0	0	0	0	0.7	0	0	0	0	0.3	0	0	0	2	p5_F2	21	30	"['Ab', 'Fj']"	TRUE	non	FALSE	20.35098638
Sm_Ab	Pair	0	0	0	0	0	0	0.900497512	0.099502488	0	0	0	0	0	0	0	0	2	p5_F4	21	201	"['Sm', 'Ab']"	TRUE	non	FALSE	18.8104365
H79_Fj	Pair	0	0	0	0	0	0	0	0	0	0.946902655	0	0	0.053097345	0	0	0	2	p5_F6	21	113	"['H79', 'Fj']"	TRUE	non	FALSE	21.84510387
Ab_H79	Pair	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	p5_F8	21	71	['H79']	FALSE	Ab	FALSE	18.66269614
Ea_H97	Pair	0.169354839	0	0	0	0	0	0	0	0	0	0	0.830645161	0	0	0	0	2	p5_G7	21	124	"['Ea', 'H97']"	TRUE	non	FALSE	19.52757206
Ea_Pci	Pair	0.45	0	0	0.55	0	0	0	0	0	0	0	0	0	0	0	0	2	p5_G9	21	140	"['Ea', 'Pci']"	TRUE	non	FALSE	23.93862922
Pci_H77	Pair	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	p5_G11	21	87	['Pci']	FALSE	H77	FALSE	17.09114823
Pch_H79	Pair	0	0	0.276923077	0	0	0	0	0	0	0.723076923	0	0	0	0	0	0	2	p5_H2	21	65	"['Pch', 'H79']"	TRUE	non	FALSE	21.39149362
H79_IN72	Pair	0	0	0	0	0	0	0	0	0	0.011235955	0	0	0	0	0	0.988764045	2	p5_H4	21	89	"['H79', 'IN72']"	TRUE	non	FALSE	20.45138462
H79_IN65	Pair	0	0	0	0	0	0	0	0	0	0.331288344	0	0	0	0	0.668711656	0	2	p5_H6	21	163	"['H79', 'IN65']"	TRUE	non	FALSE	18.25080624
Pv_Pf	Pair	0	0	0	0	0.741935484	0.258064516	0	0	0	0	0	0	0	0	0	0	2	p5_H8	21	124	"['Pv', 'Pf']"	TRUE	non	FALSE	19.97512779
Pch_IN65	Pair	0	0	0.843137255	0	0	0	0	0	0	0	0	0	0	0	0.156862745	0	2	p5_H10	21	102	"['Pch', 'IN65']"	TRUE	non	FALSE	21.113327
H79_Fj	Pair	0	0	0	0	0	0	0	0	0	0.942028986	0	0	0.057971014	0	0	0	2	p5_H12	21	69	"['H79', 'Fj']"	TRUE	non	FALSE	18.61045875
Ea_Pa	Pair	0.689873418	0.310126582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p6_A1	21	158	"['Ea', 'Pa']"	TRUE	non	FALSE	21.48052815
Ea_Pv	Pair	0.781609195	0	0	0	0.218390805	0	0	0	0	0	0	0	0	0	0	0	2	p6_A3	21	261	"['Ea', 'Pv']"	TRUE	non	FALSE	21.0023604
Pa_Pv	Pair	0	0.723577236	0	0	0.276422764	0	0	0	0	0	0	0	0	0	0	0	2	p6_A5	21	123	"['Pa', 'Pv']"	TRUE	non	FALSE	23.26286954
Pch_Pf	Pair	0	0	0.752808989	0	0	0.247191011	0	0	0	0	0	0	0	0	0	0	2	p6_A7	21	89	"['Pch', 'Pf']"	TRUE	non	FALSE	22.58911971
Pf_Sm	Pair	0	0	0	0	0	0.513513514	0.486486486	0	0	0	0	0	0	0	0	0	2	p6_A9	21	74	"['Pf', 'Sm']"	TRUE	non	FALSE	23.77895929
Ab_IN72	Pair	0	0	0	0	0	0	0	0.013513514	0	0	0	0	0	0	0	0.986486486	2	p6_A11	21	74	"['Ab', 'IN72']"	TRUE	non	FALSE	18.94619026
Ea_Pch	Pair	0.905063291	0	0.094936709	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p6_B2	21	158	"['Ea', 'Pch']"	TRUE	non	FALSE	20.23049983
Ea_Pf	Pair	0.493589744	0	0	0	0	0.506410256	0	0	0	0	0	0	0	0	0	0	2	p6_B4	21	156	"['Ea', 'Pf']"	TRUE	non	FALSE	19.19935399
Pch_Pci	Pair	0	0	0.091743119	0.908256881	0	0	0	0	0	0	0	0	0	0	0	0	2	p6_B6	21	109	"['Pch', 'Pci']"	TRUE	non	FALSE	19.40088526
Pch_IN63	Pair	0	0	0.141732283	0	0	0	0	0	0	0	0	0	0	0.858267717	0	0	2	p6_B8	21	127	"['Pch', 'IN63']"	TRUE	non	FALSE	24.85584413
Pf_IN72	Pair	0	0	0	0	0	0.038095238	0	0	0	0	0	0	0	0	0	0.961904762	2	p6_B10	21	105	"['Pf', 'IN72']"	TRUE	non	FALSE	21.75143426
Pci_IN63	Pair	0	0	0	0.424657534	0	0	0	0	0	0	0	0	0	0.575342466	0	0	2	p6_B12	21	146	"['Pci', 'IN63']"	TRUE	non	FALSE	23.477064
Ea_Pa	Pair	0.678571429	0.321428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p6_C1	21	112	"['Ea', 'Pa']"	TRUE	non	FALSE	20.4962383
Ea_Pv	Pair	0.797297297	0	0	0	0.202702703	0	0	0	0	0	0	0	0	0	0	0	2	p6_C3	21	148	"['Ea', 'Pv']"	TRUE	non	FALSE	18.36376144
Pa_Pv	Pair	0	0.842105263	0	0	0.157894737	0	0	0	0	0	0	0	0	0	0	0	2	p6_C5	21	133	"['Pa', 'Pv']"	TRUE	non	FALSE	22.19777625
Pch_Pf	Pair	0	0	0.2625	0	0	0.7375	0	0	0	0	0	0	0	0	0	0	2	p6_C7	21	80	"['Pch', 'Pf']"	TRUE	non	FALSE	22.54170487
Pf_Sm	Pair	0	0	0	0	0	0.373493976	0.626506024	0	0	0	0	0	0	0	0	0	2	p6_C9	21	83	"['Pf', 'Sm']"	TRUE	non	FALSE	25.34346822
Ab_IN72	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	p6_C11	21	56	['IN72']	FALSE	Ab	FALSE	18.29320632
Ea_Pch	Pair	0.874074074	0	0.125925926	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p6_D2	21	135	"['Ea', 'Pch']"	TRUE	non	FALSE	22.67116748
Ea_Pf	Pair	0.632075472	0	0	0	0	0.367924528	0	0	0	0	0	0	0	0	0	0	2	p6_D4	21	106	"['Ea', 'Pf']"	TRUE	non	FALSE	20.72117552
Pch_Pci	Pair	0	0	0.057142857	0.942857143	0	0	0	0	0	0	0	0	0	0	0	0	2	p6_D6	21	105	"['Pch', 'Pci']"	TRUE	non	FALSE	20.49844152
Pch_IN63	Pair	0	0	0.012048193	0	0	0	0	0	0	0	0	0	0	0.987951807	0	0	2	p6_D8	21	83	"['Pch', 'IN63']"	TRUE	non	FALSE	20.51798084
Pf_IN72	Pair	0	0	0	0	0	0.092857143	0	0	0	0	0	0	0	0	0	0.907142857	2	p6_D10	21	140	"['Pf', 'IN72']"	TRUE	non	FALSE	18.31734491
Pci_IN63	Pair	0	0	0	0.494117647	0	0	0	0	0	0	0	0	0	0.505882353	0	0	2	p6_D12	21	170	"['Pci', 'IN63']"	TRUE	non	FALSE	24.2090781
Ea_Pa	Pair	0.85786802	0.14213198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p6_E1	21	197	"['Ea', 'Pa']"	TRUE	non	FALSE	23.22022943
Ea_Pv	Pair	0.930232558	0	0	0	0.069767442	0	0	0	0	0	0	0	0	0	0	0	2	p6_E3	21	43	"['Ea', 'Pv']"	TRUE	non	FALSE	20.80633737
Pa_Pv	Pair	0	0.567839196	0	0	0.432160804	0	0	0	0	0	0	0	0	0	0	0	2	p6_E5	21	199	"['Pa', 'Pv']"	TRUE	non	FALSE	19.04308323
Pch_Pf	Pair	0	0	0.538461538	0	0	0.461538462	0	0	0	0	0	0	0	0	0	0	2	p6_E7	21	52	"['Pch', 'Pf']"	TRUE	non	FALSE	19.18582697
Pf_Sm	Pair	0	0	0	0	0	0.320987654	0.679012346	0	0	0	0	0	0	0	0	0	2	p6_E9	21	81	"['Pf', 'Sm']"	TRUE	non	FALSE	20.40144532
Ab_IN72	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	p6_E11	21	59	['IN72']	FALSE	Ab	FALSE	20.45231802
Ea_Pch	Pair	0.79245283	0	0.20754717	0	0	0	0	0	0	0	0	0	0	0	0	0	2	p6_F2	21	159	"['Ea', 'Pch']"	TRUE	non	FALSE	20.77068896
Ea_Pf	Pair	0.574626866	0	0	0	0	0.425373134	0	0	0	0	0	0	0	0	0	0	2	p6_F4	21	134	"['Ea', 'Pf']"	TRUE	non	FALSE	19.34335782
Pch_Pci	Pair	0	0	0.385579937	0.614420063	0	0	0	0	0	0	0	0	0	0	0	0	2	p6_F6	21	319	"['Pch', 'Pci']"	TRUE	non	FALSE	20.05095489
Pch_IN63	Pair	0	0	0.19047619	0	0	0	0	0	0	0	0	0	0	0.80952381	0	0	2	p6_F8	21	147	"['Pch', 'IN63']"	TRUE	non	FALSE	16.8922567
Pf_IN72	Pair	0	0	0	0	0	0.105769231	0	0	0	0	0	0	0	0	0	0.894230769	2	p6_F10	21	104	"['Pf', 'IN72']"	TRUE	non	FALSE	21.0501795
Pci_IN63	Pair	0	0	0	0.338461538	0	0	0	0	0	0	0	0	0	0.661538462	0	0	2	p6_F12	21	195	"['Pci', 'IN63']"	TRUE	non	FALSE	18.25340471
Pch_Sm	Pair	0	0	0.459677419	0	0	0	0.540322581	0	0	0	0	0	0	0	0	0	2	p6_G1	21	124	"['Pch', 'Sm']"	TRUE	non	FALSE	18.19299245
Pch_Sm	Pair	0	0	0.448051948	0	0	0	0.551948052	0	0	0	0	0	0	0	0	0	2	p6_G3	21	154	"['Pch', 'Sm']"	TRUE	non	FALSE	26.11389856
Pch_Sm	Pair	0	0	0.407142857	0	0	0	0.592857143	0	0	0	0	0	0	0	0	0	2	p6_G5	21	140	"['Pch', 'Sm']"	TRUE	non	FALSE	19.61434165
Pch_Sm	Pair	0	0	0.409090909	0	0	0	0.590909091	0	0	0	0	0	0	0	0	0	2	p6_G7	21	154	"['Pch', 'Sm']"	TRUE	non	FALSE	19.19640987
