sample	sample_kind	Ea	Pa	Pch	Pci	Pv	Pf	Sm	Ab	H77	H79	H82	H97	Fj	IN63	IN65	IN72	transfer	ident	Generation	total	present	coexistence	excluded	cont	Gen_jit
Ea_Pci	Pair	0.40625	0	0	0.59375	0	0	0	0	0	0	0	0	0	0	0	0	14	p5_A1	147	224	"['Ea', 'Pci']"	TRUE	non	FALSE	142.062702
Pci_Fj	Pair	0	0	0	0.641791045	0	0	0	0	0	0	0	0	0.358208955	0	0	0	14	p5_A5	147	134	"['Pci', 'Fj']"	TRUE	non	FALSE	144.6557484
Ea_IN72	Pair	0.343949045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656050955	14	p5_A7	147	157	"['Ea', 'IN72']"	TRUE	non	FALSE	147.1205839
Pv_Pf	Pair	0	0	0	0	0.269230769	0.730769231	0	0	0	0	0	0	0	0	0	0	14	p5_A9	147	130	"['Pv', 'Pf']"	TRUE	non	FALSE	146.4018615
Sm_H82	Pair	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	p5_B2	147	302	['H82']	FALSE	Sm	FALSE	146.2917548
Sm_IN65	Pair	0	0	0	0	0	0	0.810699588	0	0	0	0	0	0	0	0.189300412	0	14	p5_B4	147	243	"['Sm', 'IN65']"	TRUE	non	FALSE	147.6496494
Sm_H79	Pair	0	0	0	0	0	0	0.687747036	0	0	0.312252964	0	0	0	0	0	0	14	p5_B6	147	253	"['Sm', 'H79']"	TRUE	non	FALSE	144.8721419
Ab_Fj	Pair	0	0	0	0	0	0	0	0.618421053	0	0	0	0	0.381578947	0	0	0	14	p5_B10	147	76	"['Ab', 'Fj']"	TRUE	non	FALSE	146.1546311
Pch_Ab	Pair	0	0	0.927419355	0	0	0	0	0.072580645	0	0	0	0	0	0	0	0	14	p5_C1	147	124	"['Pch', 'Ab']"	TRUE	non	FALSE	148.0247314
Ea_H79	Pair	0.204081633	0	0	0	0	0	0	0	0	0.795918367	0	0	0	0	0	0	14	p5_C3	147	98	"['Ea', 'H79']"	TRUE	non	FALSE	147.2516278
Pf_Fj	Pair	0	0	0	0	0	0.6	0	0	0	0	0	0	0.4	0	0	0	14	p5_C5	147	5	"['Pf', 'Fj']"	TRUE	non	FALSE	150.4433702
Pci_Pf	Pair	0	0	0	0.652173913	0	0.347826087	0	0	0	0	0	0	0	0	0	0	14	p5_C7	147	230	"['Pci', 'Pf']"	TRUE	non	FALSE	146.1977092
Pa_Pci	Pair	0	0.346456693	0	0.653543307	0	0	0	0	0	0	0	0	0	0	0	0	14	p5_C9	147	127	"['Pa', 'Pci']"	TRUE	non	FALSE	148.0058566
Ea_H82	Pair	0.058394161	0	0	0	0	0	0	0	0	0	0.941605839	0	0	0	0	0	14	p5_C11	147	137	"['Ea', 'H82']"	TRUE	non	FALSE	149.6351978
Pa_IN63	Pair	0	0.00952381	0	0	0	0	0	0	0	0	0	0	0	0.99047619	0	0	14	p5_D2	147	105	"['Pa', 'IN63']"	TRUE	non	FALSE	148.6162166
Pci_IN72	Pair	0	0	0	0.315789474	0	0	0	0	0	0	0	0	0	0	0	0.684210526	14	p5_D4	147	133	"['Pci', 'IN72']"	TRUE	non	FALSE	148.5153109
Pa_IN63	Pair	0	0.004975124	0	0	0	0	0	0	0	0	0	0	0	0.995024876	0	0	14	p5_D6	147	402	"['Pa', 'IN63']"	TRUE	non	FALSE	148.357577
H82_H97	Pair	0	0	0	0	0	0	0	0	0	0	0.978494624	0.021505376	0	0	0	0	14	p5_D8	147	186	"['H82', 'H97']"	TRUE	non	FALSE	147.947327
Sm_IN65	Pair	0	0	0	0	0	0	0.625954198	0	0	0	0	0	0	0	0.374045802	0	14	p5_D10	147	131	"['Sm', 'IN65']"	TRUE	non	FALSE	147.4848189
Pa_IN63	Pair	0	0.032258065	0	0	0	0	0	0	0	0	0	0	0	0.967741935	0	0	14	p5_D12	147	31	"['Pa', 'IN63']"	TRUE	non	FALSE	146.0072555
Pv_Sm	Pair	0	0	0	0	0.483568075	0	0.516431925	0	0	0	0	0	0	0	0	0	14	p5_E1	147	213	"['Pv', 'Sm']"	TRUE	non	FALSE	148.6201637
Pch_IN65	Pair	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p5_E3	147	320	['Pch']	FALSE	IN65	FALSE	147.4938109
Ea_H82	Pair	0.052	0	0	0	0	0	0	0	0	0	0.948	0	0	0	0	0	14	p5_E5	147	250	"['Ea', 'H82']"	TRUE	non	FALSE	146.152661
Pf_Fj	Pair	0	0	0	0	0	0.7125	0	0	0	0	0	0	0.2875	0	0	0	14	p5_E9	147	80	"['Pf', 'Fj']"	TRUE	non	FALSE	147.9631713
Ab_Fj	Pair	0	0	0	0	0	0	0	0.428571429	0	0	0	0	0.571428571	0	0	0	14	p5_F2	147	21	"['Ab', 'Fj']"	TRUE	non	FALSE	145.0102055
Sm_Ab	Pair	0	0	0	0	0	0	0.916363636	0.083636364	0	0	0	0	0	0	0	0	14	p5_F4	147	275	"['Sm', 'Ab']"	TRUE	non	FALSE	148.8699121
H79_Fj	Pair	0	0	0	0	0	0	0	0	0	0.841584158	0	0	0.158415842	0	0	0	14	p5_F6	147	101	"['H79', 'Fj']"	TRUE	non	FALSE	145.5483077
Ab_H79	Pair	0	0	0	0	0	0	0	0.011627907	0	0.988372093	0	0	0	0	0	0	14	p5_F8	147	86	"['Ab', 'H79']"	TRUE	non	FALSE	146.9672745
Ea_H97	Pair	0.009803922	0	0	0	0	0	0	0	0	0	0	0.990196078	0	0	0	0	14	p5_G7	147	102	"['Ea', 'H97']"	TRUE	non	FALSE	146.5975042
Ea_Pci	Pair	0.331125828	0	0	0.668874172	0	0	0	0	0	0	0	0	0	0	0	0	14	p5_G9	147	151	"['Ea', 'Pci']"	TRUE	non	FALSE	147.4600961
Pci_H77	Pair	0	0	0	0.93220339	0	0	0	0	0.06779661	0	0	0	0	0	0	0	14	p5_G11	147	118	"['Pci', 'H77']"	TRUE	non	FALSE	146.513742
Pch_H79	Pair	0	0	0.448275862	0	0	0	0	0	0	0.551724138	0	0	0	0	0	0	14	p5_H2	147	58	"['Pch', 'H79']"	TRUE	non	FALSE	146.4598302
H79_IN72	Pair	0	0	0	0	0	0	0	0	0	0.021164021	0	0	0	0	0	0.978835979	14	p5_H4	147	189	"['H79', 'IN72']"	TRUE	non	FALSE	148.7470122
H79_IN65	Pair	0	0	0	0	0	0	0	0	0	0.437956204	0	0	0	0	0.562043796	0	14	p5_H6	147	137	"['H79', 'IN65']"	TRUE	non	FALSE	145.6927688
Pv_Pf	Pair	0	0	0	0	0.236024845	0.763975155	0	0	0	0	0	0	0	0	0	0	14	p5_H8	147	161	"['Pv', 'Pf']"	TRUE	non	FALSE	146.0495493
Pch_IN65	Pair	0	0	0.894366197	0	0	0	0	0	0	0	0	0	0	0	0.105633803	0	14	p5_H10	147	142	"['Pch', 'IN65']"	TRUE	non	FALSE	147.3840036
H79_Fj	Pair	0	0	0	0	0	0	0	0	0	0.531914894	0	0	0.468085106	0	0	0	14	p5_H12	147	141	"['H79', 'Fj']"	TRUE	non	FALSE	147.9921167
Ea_Pa	Pair	0.382716049	0.617283951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p6_A1	147	486	"['Ea', 'Pa']"	TRUE	non	FALSE	146.3292656
Ea_Pv	Pair	0.382352941	0	0	0	0.617647059	0	0	0	0	0	0	0	0	0	0	0	14	p6_A3	147	34	"['Ea', 'Pv']"	TRUE	non	FALSE	147.5145756
Pa_Pv	Pair	0	0.916030534	0	0	0.083969466	0	0	0	0	0	0	0	0	0	0	0	14	p6_A5	147	262	"['Pa', 'Pv']"	TRUE	non	FALSE	147.2218275
Pch_Pf	Pair	0	0	0.355555556	0	0	0.644444444	0	0	0	0	0	0	0	0	0	0	14	p6_A7	147	270	"['Pch', 'Pf']"	TRUE	non	FALSE	148.5509582
Pf_Sm	Pair	0	0	0	0	0	0.714285714	0.285714286	0	0	0	0	0	0	0	0	0	14	p6_A9	147	182	"['Pf', 'Sm']"	TRUE	non	FALSE	146.478508
Ab_IN72	Pair	0	0	0	0	0	0	0	0.029126214	0	0	0	0	0	0	0	0.970873786	14	p6_A11	147	412	"['Ab', 'IN72']"	TRUE	non	FALSE	145.700479
Ea_Pch	Pair	0.338235294	0	0.661764706	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p6_B2	147	68	"['Ea', 'Pch']"	TRUE	non	FALSE	147.543799
Ea_Pf	Pair	0.947368421	0	0	0	0	0.052631579	0	0	0	0	0	0	0	0	0	0	14	p6_B4	147	133	"['Ea', 'Pf']"	TRUE	non	FALSE	146.7876713
Pch_Pci	Pair	0	0	0.141304348	0.858695652	0	0	0	0	0	0	0	0	0	0	0	0	14	p6_B6	147	184	"['Pch', 'Pci']"	TRUE	non	FALSE	145.7091248
Pch_IN63	Pair	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	p6_B8	147	300	['IN63']	FALSE	Pch	FALSE	150.5517126
Pf_IN72	Pair	0	0	0	0	0	0.038216561	0	0	0	0	0	0	0	0	0	0.961783439	14	p6_B10	147	314	"['Pf', 'IN72']"	TRUE	non	FALSE	148.5469702
Pch_Sm	Pair	0	0	0.297619048	0	0	0	0.702380952	0	0	0	0	0	0	0	0	0	14	p6_G1	147	168	"['Pch', 'Sm']"	TRUE	non	FALSE	146.3517077
Pch_Sm	Pair	0	0	0.432160804	0	0	0	0.567839196	0	0	0	0	0	0	0	0	0	14	p6_G3	147	199	"['Pch', 'Sm']"	TRUE	non	FALSE	144.7361187
Pch_Sm	Pair	0	0	0.252873563	0	0	0	0.747126437	0	0	0	0	0	0	0	0	0	14	p6_G5	147	174	"['Pch', 'Sm']"	TRUE	non	FALSE	148.5370488
Pch_Sm	Pair	0	0	0.357954545	0	0	0	0.642045455	0	0	0	0	0	0	0	0	0	14	p6_G7	147	176	"['Pch', 'Sm']"	TRUE	non	FALSE	148.126352
Pch_Sm	Pair	0	0	0.605633803	0	0	0	0.394366197	0	0	0	0	0	0	0	0	0	14	p6_G9	147	71	"['Pch', 'Sm']"	TRUE	non	FALSE	150.4952764
Pch_Sm	Pair	0	0	0.371428571	0	0	0	0.628571429	0	0	0	0	0	0	0	0	0	14	p6_G11	147	105	"['Pch', 'Sm']"	TRUE	non	FALSE	144.3087169
Pf_Ab	Pair	0	0	0	0	0	0.991596639	0	0.008403361	0	0	0	0	0	0	0	0	14	p6_H2	147	238	"['Pf', 'Ab']"	TRUE	non	FALSE	143.4653988
Pf_Ab	Pair	0	0	0	0	0	0.964912281	0	0.035087719	0	0	0	0	0	0	0	0	14	p6_H4	147	114	"['Pf', 'Ab']"	TRUE	non	FALSE	151.184862
Pf_Ab	Pair	0	0	0	0	0	0.994680851	0	0.005319149	0	0	0	0	0	0	0	0	14	p6_H6	147	188	"['Pf', 'Ab']"	TRUE	non	FALSE	150.9095643
Pf_Ab	Pair	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	p6_H8	147	224	['Pf']	FALSE	Ab	FALSE	147.3292221
Pf_Ab	Pair	0	0	0	0	0	0.948387097	0	0.051612903	0	0	0	0	0	0	0	0	14	p6_H10	147	155	"['Pf', 'Ab']"	TRUE	non	FALSE	146.4997081
Pf_Ab	Pair	0	0	0	0	0	0.8125	0	0.1875	0	0	0	0	0	0	0	0	14	p6_H12	147	96	"['Pf', 'Ab']"	TRUE	non	FALSE	146.2173067
Ea_Pa	Pair	0.393103448	0.606896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p7_C1	147	145	"['Ea', 'Pa']"	TRUE	non	FALSE	147.3962346
Ea_Pv	Pair	0.019607843	0	0	0	0.980392157	0	0	0	0	0	0	0	0	0	0	0	14	p7_C3	147	51	"['Ea', 'Pv']"	TRUE	non	FALSE	146.2216397
Pa_Pv	Pair	0	0.927927928	0	0	0.072072072	0	0	0	0	0	0	0	0	0	0	0	14	p7_C5	147	111	"['Pa', 'Pv']"	TRUE	non	FALSE	145.9427937
Pch_Pf	Pair	0	0	0.340740741	0	0	0.659259259	0	0	0	0	0	0	0	0	0	0	14	p7_C7	147	135	"['Pch', 'Pf']"	TRUE	non	FALSE	148.5121292
Pf_Sm	Pair	0	0	0	0	0	0.425149701	0.574850299	0	0	0	0	0	0	0	0	0	14	p7_C9	147	167	"['Pf', 'Sm']"	TRUE	non	FALSE	151.9015766
Ab_IN72	Pair	0	0	0	0	0	0	0	0.026595745	0	0	0	0	0	0	0	0.973404255	14	p7_C11	147	188	"['Ab', 'IN72']"	TRUE	non	FALSE	150.003319
Ea_Pch	Pair	0.01	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p7_D2	147	100	"['Ea', 'Pch']"	TRUE	non	FALSE	146.4624888
Ea_Pf	Pair	0.267175573	0	0	0	0	0.732824427	0	0	0	0	0	0	0	0	0	0	14	p7_D4	147	131	"['Ea', 'Pf']"	TRUE	non	FALSE	144.5933243
Pch_Pci	Pair	0	0	0.366412214	0.633587786	0	0	0	0	0	0	0	0	0	0	0	0	14	p7_D6	147	131	"['Pch', 'Pci']"	TRUE	non	FALSE	146.1397144
Pch_IN63	Pair	0	0	0.00952381	0	0	0	0	0	0	0	0	0	0	0.99047619	0	0	14	p7_D8	147	525	"['Pch', 'IN63']"	TRUE	non	FALSE	145.662283
Pf_IN72	Pair	0	0	0	0	0	0.826086957	0	0	0	0	0	0	0	0	0	0.173913043	14	p7_D10	147	161	"['Pf', 'IN72']"	TRUE	non	FALSE	147.6685182
Ea_Pv	Pair	0.76	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	14	p7_E3	147	25	"['Ea', 'Pv']"	TRUE	non	FALSE	144.5415225
Pch_Sm	Pair	0	0	0.209183673	0	0	0	0.790816327	0	0	0	0	0	0	0	0	0	14	p7_G1	147	196	"['Pch', 'Sm']"	TRUE	non	FALSE	148.8198897
Ea_Pa	Pair	0.305970149	0.694029851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p8_A1	147	134	"['Ea', 'Pa']"	TRUE	non	FALSE	151.5900991
Ea_Pv	Pair	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	p8_A3	147	38	['Pv']	FALSE	Ea	FALSE	147.0892011
Pa_Pv	Pair	0	0.878205128	0	0	0.121794872	0	0	0	0	0	0	0	0	0	0	0	14	p8_A5	147	156	"['Pa', 'Pv']"	TRUE	non	FALSE	146.0167905
Pch_Pf	Pair	0	0	0.333333333	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	14	p8_A7	147	159	"['Pch', 'Pf']"	TRUE	non	FALSE	146.4352324
Pf_Sm	Pair	0	0	0	0	0	0.493562232	0.506437768	0	0	0	0	0	0	0	0	0	14	p8_A9	147	233	"['Pf', 'Sm']"	TRUE	non	FALSE	144.776003
Ab_IN72	Pair	0	0	0	0	0	0	0	0.043478261	0	0	0	0	0	0	0	0.956521739	14	p8_A11	147	138	"['Ab', 'IN72']"	TRUE	non	FALSE	145.0160747
Ea_Pch	Pair	0.233870968	0	0.766129032	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p8_B2	147	124	"['Ea', 'Pch']"	TRUE	non	FALSE	144.5019374
Ea_Pf	Pair	0.433333333	0	0	0	0	0.566666667	0	0	0	0	0	0	0	0	0	0	14	p8_B4	147	150	"['Ea', 'Pf']"	TRUE	non	FALSE	146.1054911
Pch_Pci	Pair	0	0	0.189781022	0.810218978	0	0	0	0	0	0	0	0	0	0	0	0	14	p8_B6	147	137	"['Pch', 'Pci']"	TRUE	non	FALSE	145.2960571
Pch_IN63	Pair	0	0	0.011532125	0	0	0	0	0	0	0	0	0	0	0.988467875	0	0	14	p8_B8	147	607	"['Pch', 'IN63']"	TRUE	non	FALSE	147.5818688
Pf_IN72	Pair	0	0	0	0	0	0.819004525	0	0	0	0	0	0	0	0	0	0.180995475	14	p8_B10	147	221	"['Pf', 'IN72']"	TRUE	non	FALSE	146.6781404
Pci_IN63	Pair	0	0	0	0.112781955	0	0	0	0	0	0	0	0	0	0.887218045	0	0	14	p8_B12	147	133	"['Pci', 'IN63']"	TRUE	non	FALSE	147.8738038
Ea_Pa	Pair	0.274111675	0.725888325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p8_C1	147	197	"['Ea', 'Pa']"	TRUE	non	FALSE	144.1592107
Ea_Pv	Pair	0.856321839	0	0	0	0.143678161	0	0	0	0	0	0	0	0	0	0	0	14	p8_C3	147	174	"['Ea', 'Pv']"	TRUE	non	FALSE	147.2494968
Pa_Pv	Pair	0	0.908571429	0	0	0.091428571	0	0	0	0	0	0	0	0	0	0	0	14	p8_C5	147	175	"['Pa', 'Pv']"	TRUE	non	FALSE	144.8085379
Pch_Pf	Pair	0	0	0.381679389	0	0	0.618320611	0	0	0	0	0	0	0	0	0	0	14	p8_C7	147	131	"['Pch', 'Pf']"	TRUE	non	FALSE	146.5380884
Pf_Sm	Pair	0	0	0	0	0	0.50174216	0.49825784	0	0	0	0	0	0	0	0	0	14	p8_C9	147	287	"['Pf', 'Sm']"	TRUE	non	FALSE	147.700858
Ab_IN72	Pair	0	0	0	0	0	0	0	0.129032258	0	0	0	0	0	0	0	0.870967742	14	p8_C11	147	186	"['Ab', 'IN72']"	TRUE	non	FALSE	147.8873836
Ea_Pch	Pair	0.626373626	0	0.373626374	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p8_D2	147	91	"['Ea', 'Pch']"	TRUE	non	FALSE	145.4351781
Ea_Pf	Pair	0.336787565	0	0	0	0	0.663212435	0	0	0	0	0	0	0	0	0	0	14	p8_D4	147	193	"['Ea', 'Pf']"	TRUE	non	FALSE	148.5461766
Pch_Pci	Pair	0	0	0.333333333	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	14	p8_D6	147	132	"['Pch', 'Pci']"	TRUE	non	FALSE	146.4209939
Pch_IN63	Pair	0	0	0.002493766	0	0	0	0	0	0	0	0	0	0	0.997506234	0	0	14	p8_D8	147	401	"['Pch', 'IN63']"	TRUE	non	FALSE	149.769961
Pf_IN72	Pair	0	0	0	0	0	0.377094972	0	0	0	0	0	0	0	0	0	0.622905028	14	p8_D10	147	358	"['Pf', 'IN72']"	TRUE	non	FALSE	146.0149841
Pci_IN63	Pair	0	0	0	0.164948454	0	0	0	0	0	0	0	0	0	0.835051546	0	0	14	p8_D12	147	291	"['Pci', 'IN63']"	TRUE	non	FALSE	146.3426395
Ea_Pa	Pair	0.327731092	0.672268908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p8_E1	147	119	"['Ea', 'Pa']"	TRUE	non	FALSE	149.7457856
Ea_Pv	Pair	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	14	p8_E3	147	146	"['Ea', 'Pv']"	TRUE	non	FALSE	147.4930647
Pa_Pv	Pair	0	0.93006993	0	0	0.06993007	0	0	0	0	0	0	0	0	0	0	0	14	p8_E5	147	143	"['Pa', 'Pv']"	TRUE	non	FALSE	147.0336281
Pch_Pf	Pair	0	0	0.396396396	0	0	0.603603604	0	0	0	0	0	0	0	0	0	0	14	p8_E7	147	111	"['Pch', 'Pf']"	TRUE	non	FALSE	146.0144299
Pf_Sm	Pair	0	0	0	0	0	0.426229508	0.573770492	0	0	0	0	0	0	0	0	0	14	p8_E9	147	183	"['Pf', 'Sm']"	TRUE	non	FALSE	148.0678181
Ab_IN72	Pair	0	0	0	0	0	0	0	0.080745342	0	0	0	0	0	0	0	0.919254658	14	p8_E11	147	161	"['Ab', 'IN72']"	TRUE	non	FALSE	148.7903893
Ea_Pch	Pair	0.897058824	0	0.102941176	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p8_F2	147	136	"['Ea', 'Pch']"	TRUE	non	FALSE	147.9371484
Ea_Pf	Pair	0.348837209	0	0	0	0	0.651162791	0	0	0	0	0	0	0	0	0	0	14	p8_F4	147	129	"['Ea', 'Pf']"	TRUE	non	FALSE	146.6869895
Pch_IN63	Pair	0	0	0.003115265	0	0	0	0	0	0	0	0	0	0	0.996884735	0	0	14	p8_F8	147	321	"['Pch', 'IN63']"	TRUE	non	FALSE	145.2872829
Pf_IN72	Pair	0	0	0	0	0	0.13618677	0	0	0	0	0	0	0	0	0	0.86381323	14	p8_F10	147	257	"['Pf', 'IN72']"	TRUE	non	FALSE	147.3005821
Pci_IN63	Pair	0	0	0	0.219512195	0	0	0	0	0	0	0	0	0	0.780487805	0	0	14	p8_F12	147	246	"['Pci', 'IN63']"	TRUE	non	FALSE	149.2891919
Pch_Sm	Pair	0	0	0.367256637	0	0	0	0.632743363	0	0	0	0	0	0	0	0	0	14	p8_G1	147	226	"['Pch', 'Sm']"	TRUE	non	FALSE	143.9677784
Pch_Sm	Pair	0	0	0.387387387	0	0	0	0.612612613	0	0	0	0	0	0	0	0	0	14	p8_G3	147	222	"['Pch', 'Sm']"	TRUE	non	FALSE	146.7270634
Pch_Sm	Pair	0	0	0.396226415	0	0	0	0.603773585	0	0	0	0	0	0	0	0	0	14	p8_G5	147	212	"['Pch', 'Sm']"	TRUE	non	FALSE	149.1957828
Pch_Sm	Pair	0	0	0.395683453	0	0	0	0.604316547	0	0	0	0	0	0	0	0	0	14	p8_G7	147	139	"['Pch', 'Sm']"	TRUE	non	FALSE	147.3396824
Pch_Sm	Pair	0	0	0.296089385	0	0	0	0.703910615	0	0	0	0	0	0	0	0	0	14	p8_G9	147	179	"['Pch', 'Sm']"	TRUE	non	FALSE	147.6097506
Pch_Sm	Pair	0	0	0.274590164	0	0	0	0.725409836	0	0	0	0	0	0	0	0	0	14	p8_G11	147	244	"['Pch', 'Sm']"	TRUE	non	FALSE	147.7137724
Pf_Ab	Pair	0	0	0	0	0	0.956923077	0	0.043076923	0	0	0	0	0	0	0	0	14	p8_H2	147	325	"['Pf', 'Ab']"	TRUE	non	FALSE	146.1183756
Ea_Pa_IN72	Trio	0.266304348	0.733695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	p9_A3	147	368	"['Ea', 'Pa']"	FALSE	IN72	FALSE	144.2028102
Ea_Pch_Pv	Trio	0.185185185	0	0.37037037	0	0.444444444	0	0	0	0	0	0	0	0	0	0	0	14	p9_A5	147	54	"['Ea', 'Pch', 'Pv']"	TRUE	non	FALSE	148.2331605
Ea_Pch_H79	Trio	0.72826087	0	0	0	0	0	0	0	0	0.27173913	0	0	0	0	0	0	14	p9_A7	147	92	"['Ea', 'H79']"	FALSE	Pch	FALSE	146.0274586
Ea_Pv_IN72	Trio	0.533707865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.466292135	14	p9_A11	147	356	"['Ea', 'IN72']"	FALSE	Pv	FALSE	148.1195787
Ea_Pv_Pf	Trio	0.31496063	0	0	0	0	0.68503937	0	0	0	0	0	0	0	0	0	0	14	p9_B2	147	254	"['Ea', 'Pf']"	FALSE	Pv	FALSE	148.8922303
Ea_Pci_Pv	Trio	0.312169312	0	0	0.687830688	0	0	0	0	0	0	0	0	0	0	0	0	14	p9_B8	147	378	"['Ea', 'Pci']"	FALSE	Pv	FALSE	149.7183745
Ea_Pci_IN72	Trio	0.176229508	0	0	0.819672131	0	0	0	0	0	0	0	0	0	0	0	0.004098361	14	p9_B10	147	488	"['Ea', 'Pci', 'IN72']"	TRUE	non	FALSE	146.2357065
Ea_Pf_IN72	Trio	0.318181818	0	0	0	0	0.62987013	0	0	0	0	0	0	0	0	0	0.051948052	14	p9_B12	147	308	"['Ea', 'Pf', 'IN72']"	TRUE	non	FALSE	148.701423
Pch_Pci_Pv	Trio	0	0	0	0.366935484	0.633064516	0	0	0	0	0	0	0	0	0	0	0	14	p9_C1	147	248	"['Pci', 'Pv']"	FALSE	Pch	FALSE	146.9722607
Ea_H82_H97	Trio	0.043103448	0	0	0	0	0	0	0	0	0	0.956896552	0	0	0	0	0	14	p9_E11	147	232	"['Ea', 'H82']"	FALSE	H97	FALSE	150.0752077
Ea_Pv_Pf	Trio	0.697986577	0	0	0	0	0.302013423	0	0	0	0	0	0	0	0	0	0	14	p9_G1	147	149	"['Ea', 'Pf']"	FALSE	Pv	FALSE	146.5321961
Pv_Sm_Ab	Trio	0	0	0	0	0.1875	0	0.803571429	0.008928571	0	0	0	0	0	0	0	0	14	p9_G5	147	336	"['Pv', 'Sm', 'Ab']"	TRUE	non	FALSE	147.4630117
Sm_IN65_H79	Trio	0	0	0	0	0	0	0.853211009	0	0	0.137614679	0	0	0	0	0.009174312	0	14	p9_G11	147	436	"['Sm', 'H79', 'IN65']"	TRUE	non	FALSE	145.6226018
Pv_Pf_Sm	Trio	0	0	0	0	0.275675676	0.6	0.124324324	0	0	0	0	0	0	0	0	0	14	p9_H2	147	185	"['Pv', 'Pf', 'Sm']"	TRUE	non	FALSE	145.6988255
Pv_Sm_IN65	Trio	0	0	0	0	0	0	0.955017301	0	0	0	0	0	0	0	0.044982699	0	14	p9_H6	147	289	"['Sm', 'IN65']"	FALSE	Pv	FALSE	149.1481261
Sm_Ab_H79	Trio	0	0	0	0	0	0	0.920560748	0.014018692	0	0.065420561	0	0	0	0	0	0	14	p9_H10	147	214	"['Sm', 'Ab', 'H79']"	TRUE	non	FALSE	146.9735886
Ea_Pch_Pv	Trio	0.531914894	0	0.170212766	0	0.29787234	0	0	0	0	0	0	0	0	0	0	0	14	p10_A5	147	47	"['Ea', 'Pch', 'Pv']"	TRUE	non	FALSE	148.6027804
Ea_Pch_H79	Trio	0.582733813	0	0	0	0	0	0	0	0	0.417266187	0	0	0	0	0	0	14	p10_A7	147	139	"['Ea', 'H79']"	FALSE	Pch	FALSE	146.3474738
Ea_Pv_IN72	Trio	0.458333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541666667	14	p10_A11	147	72	"['Ea', 'IN72']"	FALSE	Pv	FALSE	146.06627
Ea_Pv_Pf	Trio	0.768211921	0	0	0	0	0.231788079	0	0	0	0	0	0	0	0	0	0	14	p10_B2	147	151	"['Ea', 'Pf']"	FALSE	Pv	FALSE	147.1947883
Ea_Pch_Pci	Trio	0.297297297	0	0.054054054	0.648648649	0	0	0	0	0	0	0	0	0	0	0	0	14	p10_B4	147	296	"['Ea', 'Pch', 'Pci']"	TRUE	non	FALSE	150.0507171
Pch_Pci_Pv	Trio	0	0	0.094117647	0.464705882	0.441176471	0	0	0	0	0	0	0	0	0	0	0	14	p10_C1	147	340	"['Pch', 'Pci', 'Pv']"	TRUE	non	FALSE	147.8425559
Pch_Pci_IN65	Trio	0	0	0.029239766	0.85380117	0	0	0	0	0	0	0	0	0	0	0.116959064	0	14	p10_C3	147	342	"['Pch', 'Pci', 'IN65']"	TRUE	non	FALSE	147.6205225
Pch_Pv_Sm	Trio	0	0	0.412935323	0	0.39800995	0	0.189054726	0	0	0	0	0	0	0	0	0	14	p10_C5	147	201	"['Pch', 'Pv', 'Sm']"	TRUE	non	FALSE	145.1030774
Pch_Pv_IN65	Trio	0	0	0.192139738	0	0.786026201	0	0	0	0	0	0	0	0	0	0.021834061	0	14	p10_C7	147	229	"['Pch', 'Pv', 'IN65']"	TRUE	non	FALSE	146.5604912
Pch_Sm_Ab	Trio	0	0	0.103686636	0	0	0	0.843317972	0.052995392	0	0	0	0	0	0	0	0	14	p10_C9	147	434	"['Pch', 'Sm', 'Ab']"	TRUE	non	FALSE	147.2670418
Pch_Sm_H79	Trio	0	0	0	0	0	0	0.738255034	0	0	0.261744966	0	0	0	0	0	0	14	p10_C11	147	596	"['Sm', 'H79']"	FALSE	Pch	FALSE	148.074491
Pch_Pci_Pf	Trio	0	0	0.075	0.608333333	0	0.316666667	0	0	0	0	0	0	0	0	0	0	14	p10_D2	147	240	"['Pch', 'Pci', 'Pf']"	TRUE	non	FALSE	148.2075343
